m1,m2,m3,m4,acc,kap
0.0199763221612747,0.000195603232511461,0.0770314409244926,0.902796633681721,0.996494954859267,0.995314923768647
0.00943719244034897,0.029716101680962,1.42979043679553e-07,0.960846562899645,0.996181586762834,0.994884315223477
0.121862301824816,0.00780424131038468,0.868871614219213,0.00146184264558582,0.996839110736487,0.995770703034729
0.00920800564681117,0.905400941709711,0.0803231694160748,0.00506788322740277,0.997346635533857,0.996446843672631
0.028262659475506,0.0356394979792166,0.00230549777013301,0.933792344775144,0.997287032013022,0.99637036097668
0.838366838352079,0.00915952694140038,0.000120313536405337,0.152353321170115,0.996326616288833,0.995079163957216
0.0232254740472915,0.169465865935334,1.56849124676936e-05,0.807292975104907,0.997765957446809,0.997011400326847
0.283873982376435,0.000932264855567303,0.00335559864807573,0.711838154119922,0.996669531585733,0.995541940832253
0.0317670852914178,0.000528677867490781,0.96678563076229,0.000918606078801633,0.99700822737472,0.995995750959584
0.999285900187101,9.60767187691129e-05,3.32588650203406e-06,0.000614697207627628,0.996336996336996,0.995096617248861
0.974922413732561,0.000263843222572218,0.0233445741517319,0.0014691688931347,0.997027600849257,0.996022470328226
0.850483379754728,9.1273767234111e-05,0.00903579999514472,0.140389546482893,0.996226821905994,0.99494643117424
0.578844905190401,0.00179016432429431,0.015874561466566,0.403490369018739,0.996981782903956,0.995957929263326
0.0185231006971383,0.0252432442540724,1.2903406363461e-07,0.956233526014726,0.996148496843907,0.994844788281835
0.384128977368935,0.562800481620542,0.0230859737454558,0.0299845672650668,0.997028547171814,0.996019201329069
0.870886396603859,0.0109556356826181,0.0433518344774176,0.0748061332361049,0.998058252427184,0.997400790570281
0.00711693392765499,0.0219959933456113,2.49704146950288e-07,0.970886823022587,0.99609539890249,0.994770857059857
0.210094462323578,0.00876872987576121,0.00321941962022877,0.777917388180432,0.997156294432899,0.99619150434617
0.603581982666619,8.66734929109834e-06,0.0169697045615202,0.37943964542257,0.996835109188733,0.995762842808993
0.140638254382141,0.000788094751033515,0.0125128679291786,0.846060782937647,0.997115384615385,0.996141098315308
1.05454664648937e-05,3.26801662309245e-05,2.58645878603358e-05,0.999930909779444,0.998519928110794,0.998018425384841
0.643096266076374,0.103045223412966,0.251339802928826,0.00251870758183423,0.997214484679666,0.996268013883043
0.363816745562472,0.164458159675075,0.0141538590195454,0.457571235742907,0.996908645133781,0.995859927367595
0.426870455009445,0.0119812294918033,0.00497726534629122,0.556171050152461,0.99637951229901,0.995151102562501
0.0550774322162329,0.271474749768467,0.0233478805525595,0.65009993746274,0.997025390417508,0.996018774735947
0.83348566045562,0.000706582067293399,3.13504201854521e-06,0.165804622435068,0.996413123747231,0.995198743127409
0.48071329112329,0.000816999708057257,0.517761960339162,0.000707748829490639,0.996711573140978,0.99559875909757
0.993165308232365,0.00187355833472939,0.00376492729355865,0.00119620613934675,0.995133030499675,0.99348598702843
0.00212977587422217,0.000956985830509487,3.48235486188415e-06,0.996909755940406,0.996908645133781,0.995861651953078
0.0212815227038457,0.0510202097865799,8.59398839241169e-07,0.927697408110735,0.996473982263062,0.995282521798787
0.118785925356909,0.140209372184553,0.00468178758639036,0.736322914872148,0.996396014415942,0.995175542517205
0.0248192378400813,0.0299955427381413,5.79959868632948e-06,0.945179419823091,0.996116504854369,0.994800455482094
0.405592277325141,0.000123134461568216,0.00044215338744321,0.593842434825847,0.996297471702105,0.995041738311354
0.0867816011814181,0.00117457933907669,0.251120594361039,0.660923225118467,0.997550846555212,0.996720763524514
0.00506077976495028,1.32537195079153e-05,0.352421680922781,0.642504285592761,0.997861191316437,0.997135437515969
0.0843592318446525,0.773085088831209,0.000414381123279143,0.14214129820086,0.996564311788705,0.995396278722479
0.946184794328896,0.00873813871173507,0.012643429251593,0.032433637707776,0.997186147186147,0.99622829231036
0.966791018376207,1.48699888308952e-05,0.0134775238627901,0.019716587772172,0.996690155882981,0.995571908649421
0.0117047544948621,0.000618877876352155,0.000261355128626243,0.98741501250016,0.995649405772496,0.994174452402235
0.839000695354564,0.000801141312915152,0.0434886913937313,0.11670947193879,0.997211796246649,0.996268764386976
9.31244395947295e-07,0.000325468600477075,1.29919333645204e-06,0.999672300961791,0.997442727757059,0.996576242105589
0.00863209665189934,0.0730400221067814,5.31539397845007e-07,0.918327349701921,0.996989894646313,0.995974969818764
0.696334346129201,0.000545520056654601,0.0010446597009374,0.302075474113207,0.995831106360235,0.994419747838584
0.584888718512251,0.102518503714884,0.0495496409341397,0.263043136838725,0.996919481623115,0.995877607622012
4.33992159928461e-06,2.01540716684784e-05,6.71632251945965e-08,0.999975438843507,0.997635679742074,0.996837730254359
0.0113353681699975,0.0331623229296648,1.43327410415909e-06,0.955500875626234,0.995969452694103,0.994604031679851
0.0110657200255182,0.0511642281636555,1.29955581716946e-07,0.937769921855245,0.997219548711368,0.996280796313992
0.0607150422938614,0.0285516284564124,0.000489753189670825,0.910243576060055,0.997194042736887,0.996246074202097
0.767659307008217,0.00149743433083125,0.0442548203479645,0.186588438312987,0.996720964671039,0.995614958546236
0.98863679076019,0.000157602448249134,0.00131841022957795,0.00988719656198306,0.996577906106299,0.995418469551843
0.900031737843311,0.00331870330366225,0.00484015103443102,0.091809407818596,0.99637526652452,0.995146735319696
0.308751836249282,0.261812955090424,0.0841470806991097,0.345288127961184,0.997419909696839,0.996546578190625
0.896947485828483,0.000119429874414277,0.0497507526990502,0.0531823315980522,0.997355336930075,0.996458307387896
