m1,m2,m3,m4,acc,kap
0.697658853224504,1.89604374260149e-06,4.11106355718582e-06,0.302335139668196,0.997081712062257,0.996094302845472
0.544302336661503,0.000149081195995195,0.0899823104666278,0.365566271675874,0.997980012757814,0.997294850134177
0.984111098228345,0.000136649089344547,2.59956296704563e-05,0.0157262570526398,0.997613624037314,0.996806142295212
0.541656807375985,0.000287175855276984,0.00150267009456131,0.456553346674177,0.997018421893302,0.996009311707195
0.658821943643163,0.000110031257779955,0.0210587569862245,0.320009268112833,0.997325058848705,0.996414982644465
0.633470097665588,0.0798884789929023,0.000452178474109071,0.286189244867401,0.997339010111762,0.996437763261428
0.0159337289036394,0.000931995136778047,4.24222485647527e-10,0.98313427553536,0.996883061049011,0.995829033406286
0.992505504394333,2.57586521345438e-05,0.000457770038869449,0.0070109669146631,0.996887075998283,0.99582989025763
0.887209209715804,0.00849941683747484,0.0729933169931956,0.0312980564535253,0.997016197783461,0.996007414376405
0.00181108041860438,1.35273147651789e-05,1.39249039762649e-06,0.998173999776233,0.99744054601685,0.996573319121579
0.896145618637768,0.000210757662438234,0.0345401521850317,0.0691034715147622,0.997967262223173,0.997277060716503
0.275077136162282,0.00169101423319111,0.000997472750330767,0.722234376854196,0.997087692805523,0.996099456390279
0.766262607563944,0.107321441433221,0.049251834182188,0.0771641168206468,0.997127048308151,0.996154985310221
0.000561031175180827,0.00071042774041324,7.91445623518264e-09,0.99872853316995,0.997673188789001,0.996884930678064
0.00192573014624216,8.46298078361995e-06,0.000599117224784621,0.99746668964819,0.997123375239719,0.996150122174397
0.813096030461156,0.000149315826043123,0.0418541869668288,0.144900466745972,0.997186756113395,0.996234054104731
0.375902144613738,0.000149847837727386,0.0175134409457391,0.606434566602796,0.997355336930075,0.996458960229355
0.926655914201105,7.9381887849525e-05,0.000941301105973916,0.072323402805071,0.99773413897281,0.996965820346907
0.0018464199704397,0.0033057385614466,1.7135753172305e-07,0.994847670110582,0.997239328944574,0.996304050235261
0.760867514565085,4.37368084769658e-05,0.00794889989362529,0.231139848732813,0.997541947205301,0.996711943628605
0.228113656400348,0.000454829397864549,3.44638312581755e-06,0.771428067818662,0.997746055597295,0.996979358354374
0.187869180818213,0.0315005184454242,0.00374042477991103,0.776889875956451,0.998286387490629,0.99770555563414
0.171402037873746,0.142305715352822,3.04955123796052e-08,0.686292216277919,0.997312983662941,0.996405512077688
0.901844145873746,0.0126263960112826,0.0136134178252759,0.0719160402896957,0.998279754865068,0.997695893632085
0.116352683135731,0.00156068318186261,0.000772685845504972,0.881313947836901,0.997373949579832,0.996486140770782
0.00805638539716049,0.000134278951108127,0.000222921497431001,0.9915864141543,0.997058823529412,0.996065664089954
0.0353920126241537,0.000868636881989138,0.000612327341485275,0.963127023152372,0.996863169280692,0.995795568580564
0.565261339311458,0.000404268416398964,0.068892172046306,0.365442220225837,0.997859359948625,0.997130300468721
0.99269112122248,1.19645676422625e-05,0.000651520559629814,0.00664539365024758,0.996936080295827,0.995899222509858
0.0006716361016191,1.04289254545954e-06,0.000115596950635205,0.9992117240552,0.997756649930563,0.996996571406152
0.157284112461307,0.259604832652156,0.0260941000118203,0.557016954874717,0.996257084803764,0.994988689353127
8.18661165876478e-06,1.78401136646433e-05,3.42818780747704e-05,0.999939691396602,0.997122148795566,0.996149258354401
0.626190424876981,0.000284855871275746,0.000113387301769976,0.373411331949974,0.997427928410674,0.996557160847621
0.799311815905903,2.38960403163419e-05,0.100607761240164,0.100056526813617,0.997530864197531,0.996693230306442
0.642842553603429,0.00135921146783707,0.0692928307077661,0.286505404220968,0.996979177904844,0.9959553362096
0.00312164614683838,0.000277265836654044,0.000347028347405748,0.996254059669102,0.997099269445638,0.99611538474023
0.037753492533758,0.00131578795998514,1.02547857899015e-07,0.960930616958399,0.997974629570408,0.997289355186083
0.539679709317316,0.0872202730184854,0.00861554054734152,0.364484477116857,0.99774943735934,0.996988038523705
0.995876294372736,6.64287312630807e-07,0.000274474781854361,0.0038485665580975,0.998184730379071,0.997568521702126
0.98778297760601,1.02820731064468e-07,4.80254037606203e-07,0.0122164393192213,0.997345790423612,0.996442636376646
0.149349964679515,0.000389427944553961,0.029219668820092,0.821040938555839,0.996799317187667,0.995716373175237
0.512663631327135,0.48648822551197,0.000814071512769366,3.40716481248902e-05,0.996659842689365,0.995527109314077
0.0342478614715028,0.00146290647030365,4.52136919687089e-05,0.964244018366225,0.997739748143365,0.996974455063166
0.00388310778579597,0.0127747004873009,0.00194354248845069,0.981398649238452,0.997870754817417,0.997146763955546
0.819360020376263,0.00296040335997161,0.00544538230710371,0.172234193956662,0.998276047839672,0.997692742276394
