#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <prior id="lambdaPrior.rep2" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">0.01</parameter>
#            <OneOnX id="OneOnX.2" name="distr"/>
#        </prior>
#        <distribution id="snapprior.rep2" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.base.inference.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.base.inference.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.rep2" nodetype="snap.NodeData" spec="beast.base.evolution.tree.ClusterTree">
#                <taxa dataType="integerdata" id="snap.rep2" spec="snap.Data">
#                    <taxonset id="Mindanao" spec="beast.base.evolution.alignment.TaxonSet">
#                        <taxon id="Mindanao_14065" spec="beast.base.evolution.alignment.Taxon"/>
#                        <taxon id="Mindanao_2229" spec="beast.base.evolution.alignment.Taxon"/>
#                        <taxon id="Mindanao_3208" spec="beast.base.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="Luzon" spec="beast.base.evolution.alignment.TaxonSet">
#                        <taxon id="Luzon_25868" spec="beast.base.evolution.alignment.Taxon"/>
#                        <taxon id="Luzon_18070" spec="beast.base.evolution.alignment.Taxon"/>
#                        <taxon id="Luzon_462070" spec="beast.base.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="Zamboanga" spec="beast.base.evolution.alignment.TaxonSet">
#                        <taxon id="Zamboanga_18159" spec="beast.base.evolution.alignment.Taxon"/>
#                        <taxon id="Zamboanga_19177" spec="beast.base.evolution.alignment.Taxon"/>
#                        <taxon id="Zamboanga_18191" spec="beast.base.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#        <prior id="uPrior.rep2" name="distribution">
#            <parameter id="u" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.4" name="distr"/>
#        </prior>
#        <prior id="vPrior.rep2" name="distribution">
#            <parameter id="v" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution">
#        <distribution data="@snap.rep2" id="treeLikelihood.rep2" non-polymorphic="false" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.rep2">
#            <siteModel id="MutationSiteModel.rep2" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" mutationRateU="@u" mutationRateV="@v" spec="snap.likelihood.SnapSubstitutionModel"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	u	v	theta0	theta1	theta2	theta3	theta4	TreeHeightLogger
19000	-4467.927078690434	-4216.333132513742	-251.59394617669196	41.319476372316515	0.5061245273633531	0.13902348354537805	0.14921030609442618	0.04259036362778975	0.09682590848922701	0.11577575423584564	0.014960705301988437
20000	-4470.604699897482	-4215.179185077541	-255.4255148199407	39.97393239421432	0.5063332935138898	0.18788987904413945	0.1479325827380727	0.03331839725293951	0.08911112554591342	0.12462345013740417	0.00959426748480181
21000	-4468.563711927963	-4216.9842041321135	-251.57950779584908	38.662556964734456	0.5065509237295348	0.16218548618757375	0.15700763376952087	0.04736515462479292	0.1251947081568368	0.12710224667696723	0.013440433178664926
22000	-4471.86344103645	-4215.425047322759	-256.43839371369114	42.15072975925937	0.5060022957927748	0.24299707078094324	0.1412486425123026	0.04610377655953171	0.08201586722999367	0.07862469073614232	0.015187127143836843
23000	-4468.5994901377	-4213.837871409835	-254.76161872786415	43.961329843843274	0.5057522400004383	0.14545985979111586	0.1423294986615512	0.03439599636023268	0.12835690582147014	0.10227460328049123	0.01094168189692711
24000	-4469.714759091176	-4218.0641687483385	-251.6505903428379	37.94085368546303	0.5066771981776972	0.1720647313073651	0.1819029996202821	0.05600186701444112	0.09645268694304915	0.1312401861738287	0.013057959850137269
25000	-4467.980075261465	-4215.131010537698	-252.8490647237665	39.8021459060231	0.5063609758255385	0.17555372069055727	0.1287989988985362	0.03994295090728388	0.09722850866620372	0.12820863494967485	0.012467180486872167
26000	-4471.067066446176	-4212.064710550501	-259.00235589567484	40.1815531339993	0.5063001566283403	0.22337637331782872	0.1626873215405877	0.04114589697013105	0.050646866937389824	0.1429651757484543	0.012018908873125069
27000	-4469.293911650927	-4214.158604453537	-255.13530719738952	39.09022291462373	0.5064783248480605	0.17671014332501436	0.19410741031000653	0.04035129156540821	0.09514961398132843	0.09548081198815263	0.015615302373047776
28000	-4471.796556012566	-4215.807150819402	-255.9894051931646	39.09022291462373	0.5064783248480605	0.22859798530718778	0.12967752457721007	0.04021543616676249	0.08766443742858207	0.09207107557582414	0.01338037151169029
29000	-4474.001398983971	-4216.656099469287	-257.3452995146839	42.362601238804665	0.5059719174776999	0.13393734202059868	0.1764881143047133	0.029348490680149147	0.0602066974242846	0.12643615971939307	0.009215181734789248
30000	-4469.779701454418	-4217.4342187948805	-252.34548265953686	49.98561210605167	0.505051973479973	0.13594606500668763	0.13535233921145637	0.03848726262370056	0.15194040547753887	0.1014287351580885	0.00913738727754156
31000	-4470.717300220088	-4215.494941071756	-255.22235914833198	54.29794767820953	0.5046470174196117	0.11396487185950177	0.1718548146857774	0.030952795747121804	0.13276454632584736	0.08625156757750581	0.010414125393775807
32000	-4469.697955508042	-4214.186854271309	-255.51110123673257	47.70171267979172	0.5052964179858463	0.1534763833339977	0.125025268819016	0.035083470467003525	0.1508286750994369	0.08909027186023102	0.010233840360125679
33000	-4469.964087240511	-4216.584872560372	-253.37921468013843	47.70171267979172	0.5052964179858463	0.18928423634973812	0.11855847820806643	0.03917472797835494	0.11845033861361139	0.12912860422372935	0.009761857286935498
34000	-4470.237723925521	-4214.121231709777	-256.1164922157438	50.54930851026724	0.504995074006841	0.17094666519408783	0.13742319885248594	0.027237738264568837	0.1043708115666297	0.13938435287772044	0.010249939106972694
35000	-4472.376831309203	-4215.913797218363	-256.46303409084027	50.54930851026724	0.504995074006841	0.13820246308691062	0.12294160269923286	0.02570085731154676	0.13021851524735042	0.08282536423995056	0.011313911916002778
36000	-4472.379289215494	-4214.322631024005	-258.0566581914893	50.50779602024741	0.5049992205195122	0.15708169571668495	0.10961958142766794	0.03371773303654342	0.05235242398630013	0.11142046510746864	0.010495995275796064
37000	-4471.181153601482	-4215.082976664451	-256.0981769370306	50.50779602024741	0.5049992205195122	0.15557168454186576	0.11849108611760635	0.02752281803025353	0.09164588544659959	0.07953670078917355	0.008284349450258622
38000	-4470.818208424574	-4216.189861872055	-254.62834655251802	50.50779602024741	0.5049992205195122	0.15456906600481496	0.11284451560220779	0.033631639726641314	0.1809530579631924	0.09933768760923843	0.00879377000713698
39000	-4466.559824039848	-4213.14073724435	-253.41908679549746	44.4887600564889	0.5056832699916742	0.13776144637381743	0.14082775634058187	0.032123185373591656	0.10863141965493149	0.11745869585672326	0.010936362633615972
40000	-4469.77973861357	-4214.41576236601	-255.36397624755946	43.266967355858526	0.5058456331008879	0.14190399345893095	0.13830859263290604	0.03158655717863512	0.06764315419744989	0.1412308567188369	0.008670750643854077
41000	-4468.388492772987	-4214.0303166421045	-254.35817613088216	44.50469722778845	0.5056812116830594	0.1597761713877161	0.1438472618492381	0.0378342955775407	0.12511347003427645	0.07034714756256834	0.013797686420377608
42000	-4470.3473137867195	-4215.286032451366	-255.06128133535356	38.57435240528749	0.5065660998600539	0.16673325050498822	0.22962574197168997	0.045028261542499844	0.0971209189986758	0.11455709305044798	0.01238405540757505
43000	-4467.926367309162	-4216.263276355705	-251.66309095345682	42.45520280766925	0.505958736539686	0.1497968820829172	0.12616269525294663	0.040654068172999915	0.10338113405083346	0.10629203382594793	0.013039583018420849
44000	-4468.513109406345	-4214.02761812903	-254.4854912773157	46.017589266640734	0.5054923822642606	0.14582532402413595	0.12229359055466127	0.03187652470596399	0.12380663829136802	0.11053206944749337	0.009036364061371401
45000	-4472.418288745393	-4215.86449490793	-256.5537938374627	46.017589266640734	0.5054923822642606	0.14080827528665454	0.09817899116000023	0.025285100969186684	0.08204753073665863	0.14550616187233195	0.0075278484631977685
46000	-4471.501776064465	-4218.752615063193	-252.74916100127226	47.217305704232444	0.5053513360034663	0.14743642130690449	0.09957262265703322	0.03407921826300183	0.11612000931667227	0.11393110990119094	0.007647528733582423
47000	-4470.976946644789	-4216.190784769096	-254.7861618756926	39.295212092942116	0.5064440941681431	0.16604225907403922	0.20416480740687412	0.044691680686001455	0.09115738950434508	0.1137629706852692	0.012305515212184304
48000	-4467.746857074403	-4212.7407402393055	-255.00611683509737	39.295212092942116	0.5064440941681431	0.16703389126834323	0.1862209393239117	0.036121681127969624	0.13185502620585138	0.11396728928463436	0.013118403129806668
49000	-4468.263849985664	-4216.435505087561	-251.82834489810324	39.295212092942116	0.5064440941681431	0.15983940426789064	0.16588874551009608	0.051023440966102535	0.09717378674679776	0.1082153943932933	0.01599039813763789
50000	-4473.272216264435	-4213.015110598733	-260.25710566570194	39.295212092942116	0.5064440941681431	0.21238051314301667	0.21052597681397664	0.04869759544478873	0.05444593581596173	0.08229019263335995	0.016192307142732107
51000	-4466.911406033213	-4213.801491056668	-253.10991497654547	41.12020892497791	0.5061545719880892	0.1746161355855588	0.1593615123707829	0.044077168977503974	0.08190675024898866	0.12534522892132086	0.012927974404169552
52000	-4467.22268207997	-4213.356934867332	-253.86574721263747	48.262666426351274	0.5052342136380826	0.13185118339969876	0.15589722102140283	0.034049047421840145	0.15473178441207217	0.10492439926980819	0.011735079096834666
53000	-4471.318661264143	-4218.754324568967	-252.56433669517605	44.93594710678518	0.5056260756499511	0.11765326514670324	0.11923392868738725	0.038301854765440464	0.1136779650945743	0.12951028784289134	0.008634317092791789
54000	-4468.092251710517	-4214.577831006696	-253.514420703821	44.93594710678518	0.5056260756499511	0.1778389711947903	0.12214644803687931	0.03749697591490698	0.14394252503121444	0.09742773838170668	0.011851747150270976
55000	-4470.293663012776	-4215.400274681746	-254.8933883310305	44.93594710678518	0.5056260756499511	0.14678410191906496	0.15229105700750062	0.04379790938672956	0.06436279059192485	0.08323636055000508	0.01264284591309144
56000	-4470.213630378865	-4215.783399181296	-254.43023119756933	42.66789498469446	0.5059286810520359	0.16940364869478391	0.1314242357117134	0.03588665161219504	0.07074826258774587	0.10783840688908346	0.011181155185556842
57000	-4467.107428800319	-4212.671902910608	-254.43552588971116	42.66789498469446	0.5059286810520359	0.16413736675692575	0.1552648900895253	0.03736174371008019	0.17120983502297155	0.11689461899868783	0.01211608354100566
58000	-4471.677071865436	-4220.757742423532	-250.91932944190364	42.66789498469446	0.5059286810520359	0.14538121682746566	0.11714369606431092	0.048337106370023954	0.13101352659878066	0.09658385796867733	0.013809600751479856
59000	-4471.794468891658	-4216.77400077225	-255.02046811940784	37.92381572427056	0.5066802381093883	0.19469867535600435	0.16032548356961315	0.03703997300902459	0.11039566186344839	0.09564712236977228	0.018677188438399134
60000	-4468.909870242132	-4213.576024533216	-255.33384570891553	40.77803906794355	0.5062068562865805	0.2142007999145679	0.14970821595017847	0.040760872362730224	0.10533694836795733	0.10633969782817454	0.012700858318797399
61000	-4470.234582254725	-4214.504251753086	-255.73033050163926	46.23117479678085	0.5054667303237003	0.17670895161209738	0.1359897493083852	0.03352939845545381	0.17528510707128286	0.11209418263550784	0.011522454636641567
62000	-4468.44693726456	-4213.625641787112	-254.82129547744844	46.23117479678085	0.5054667303237003	0.14549555935949715	0.1635720846133239	0.03637813233555221	0.13244866054696455	0.06967618532532044	0.014446570687109136
63000	-4470.68449977759	-4216.018066376492	-254.66643340109712	44.6304715436713	0.5056650199115277	0.17539992313655	0.13424180984284173	0.03380394581168117	0.12215447622441701	0.08734377813767524	0.015508584320272061
64000	-4468.685053883712	-4214.7389475775635	-253.946106306148	37.68758238236795	0.5067226741827275	0.14427662895079155	0.172137618653717	0.03569553960897298	0.1451603963755802	0.1063904253794874	0.015024575722878276
65000	-4467.3001142562025	-4213.0328342628945	-254.26727999330825	42.28644670655342	0.5059828011162478	0.17625798125041037	0.13916149088755306	0.033121912744298286	0.10904847200246182	0.10737437412825636	0.011621514834717647
66000	-4472.276944521743	-4217.468581043147	-254.80836347859506	42.28644670655342	0.5059828011162478	0.13868907521349844	0.14426338275648387	0.028991647285360248	0.14205832713450914	0.11017627297171118	0.011624967518190985
67000	-4467.393635529274	-4215.714343190837	-251.67929233843742	42.28644670655342	0.5059828011162478	0.16857659699581512	0.14726562555870243	0.048536551365144266	0.08254541268123308	0.11828524307826982	0.012627402532875052
68000	-4469.839669084899	-4217.444145351715	-252.39552373318352	40.05859960746848	0.5063197383749853	0.14783310871725963	0.1400884720369368	0.04314191166896724	0.13961629046103555	0.08227891625947976	0.014623489329160756
69000	-4471.721852664021	-4220.108857883673	-251.61299478034724	37.3112356553705	0.506791404731439	0.1668555492866731	0.15927235078868246	0.06214984470014632	0.06979552638295423	0.09488773931371314	0.016779405629368062
70000	-4467.316454517903	-4214.5713602075375	-252.74509431036543	39.35927286513364	0.5064334708698143	0.1838745193185188	0.14064938242350009	0.043297215422861975	0.13395628853910557	0.09535329568944213	0.014439293102172433
71000	-4470.952736616639	-4216.349012757111	-254.60372385952817	51.192672682691516	0.5049316792106201	0.1451792585082922	0.17762368162642814	0.03496597324193517	0.09026582877841312	0.1257421093912528	0.011507917459653672
72000	-4472.251369160908	-4216.017149487083	-256.23421967382575	51.192672682691516	0.5049316792106201	0.09519130705379368	0.1273817264861038	0.028589172302342578	0.12395359801925304	0.06866962434768127	0.011083611811323462
73000	-4473.2767527266715	-4216.004846655974	-257.2719060706974	52.88015352410489	0.5047728000622402	0.14846747674500588	0.11206904859008292	0.028838201351934746	0.09676763020149126	0.13255911756927186	0.00755512168447145
74000	-4470.160897158888	-4214.029192959551	-256.13170419933624	52.88015352410489	0.5047728000622402	0.13066410919763166	0.12617569846462984	0.028583037787664727	0.10957526642195924	0.10488096540745943	0.011187743417056948
75000	-4472.64550997063	-4218.099721311758	-254.54578865887234	52.88015352410489	0.5047728000622402	0.10971777363101831	0.12262157410815029	0.032238967662302935	0.07277511387569181	0.14883352740094458	0.0072948505134097456
76000	-4472.802329276938	-4218.764148449594	-254.03818082734293	52.88015352410489	0.5047728000622402	0.13574176231743956	0.15574862574653117	0.038734055665178985	0.1438762133807054	0.10359682843488736	0.0087531190182853
77000	-4471.572973175001	-4213.343626317028	-258.22934685797276	56.797952646457375	0.5044406588205785	0.19917595140113745	0.15478567099237445	0.028438756883636958	0.08576351586796414	0.08260355279118119	0.009241949875889369
78000	-4468.923776226679	-4213.469513064905	-255.45426316177418	54.365758511387156	0.5046411673558286	0.11561418004321526	0.15048897064406563	0.030407586623791578	0.10210395376229932	0.07825388441432811	0.009658950250848628
79000	-4469.295464673075	-4214.163194660435	-255.13227001264005	54.365758511387156	0.5046411673558286	0.11987732247276192	0.12232533501742601	0.026287999749808954	0.12794327318789123	0.09429438170675468	0.007623128351313157
80000	-4468.163887356774	-4212.725584032383	-255.43830332439023	54.365758511387156	0.5046411673558286	0.12149595292258346	0.11778774204611671	0.02603906468026926	0.08643924556382271	0.1206093564258749	0.008447117093592608
81000	-4469.120569755483	-4213.719729816353	-255.4008399391306	54.365758511387156	0.5046411673558286	0.12100409002253913	0.10686443704670064	0.02983453955150392	0.07351659508172703	0.08843621520173568	0.009619463529721449
82000	-4472.197985616634	-4218.361085610467	-253.83690000616653	54.365758511387156	0.5046411673558286	0.10155835706222913	0.09074783617113268	0.03011819008269412	0.12395377695793866	0.12400115774010939	0.007233333994513626
83000	-4469.774232411257	-4216.341922789241	-253.43230962201562	47.54843994997998	0.505313672467478	0.1308092013884319	0.10238021676703918	0.03394909172290044	0.15664965445110016	0.09703579726447817	0.009977687278444794
84000	-4472.025658483745	-4218.504353221613	-253.52130526213224	51.481943237683055	0.5049036969586365	0.1570319604618974	0.13091208367750218	0.04270589614850361	0.07894155619024021	0.08191910019536347	0.013889101767782689
85000	-4469.837454434757	-4212.864751073315	-256.9727033614413	51.481943237683055	0.5049036969586365	0.15154618910720286	0.12421906684305146	0.026091217683826228	0.0824862966792727	0.12128589603904003	0.0089954080549159
86000	-4472.85689588188	-4217.44786850494	-255.40902737693995	57.68267685049275	0.5043719534266232	0.09333701983825547	0.10315389589950323	0.030082463585309464	0.09446954997925369	0.0761822145407112	0.010338372901451301
87000	-4467.920845850217	-4212.713610439388	-255.20723541082933	57.68267685049275	0.5043719534266232	0.12910193361035016	0.12489117372583396	0.02684368600754393	0.13123421002669836	0.09138818144638142	0.008945979095934748
88000	-4469.381004117657	-4212.872267413048	-256.5087367046086	50.06024227180262	0.5050443659784577	0.11672415812511015	0.12667496625262104	0.027961812788942244	0.13284004146191258	0.10767420802530858	0.009394791225988793
89000	-4473.823085666057	-4218.22329307184	-255.59979259421667	66.32834832053194	0.5037977559270164	0.12283731811624969	0.10884088896836466	0.03205020927919242	0.06726239815429808	0.09020180130070389	0.008132421011070255
90000	-4470.409048775123	-4213.269278463357	-257.1397703117657	66.32834832053194	0.5037977559270164	0.13058619948140204	0.1146887199022274	0.02446451293123529	0.07567648002524055	0.08562864951155368	0.006769042038512675
91000	-4468.659361573614	-4213.5027908664	-255.15657070721377	51.437051492412515	0.5049080186755065	0.13509777056641195	0.1399354907013712	0.029371665880937033	0.09691986650177878	0.09040863643706679	0.011895885150914977
92000	-4472.421423416026	-4216.560406005569	-255.861017410457	51.437051492412515	0.5049080186755065	0.1279590043135621	0.10755489252017916	0.03054906830917581	0.06949662161083005	0.08712755222419036	0.01111200918565409
93000	-4469.345012075995	-4213.023313874167	-256.32169820182827	51.437051492412515	0.5049080186755065	0.16813038124244686	0.11271075124114502	0.02837839089958225	0.0799300884636932	0.08967160203868914	0.009778325962760535
94000	-4472.635343328116	-4218.248602210438	-254.38674111767838	51.437051492412515	0.5049080186755065	0.14178719708774046	0.10947374154989714	0.034957621037699595	0.14573204857125904	0.07361248187262519	0.008552517700877019
95000	-4470.3644106256925	-4215.363054721598	-255.00135590409434	51.437051492412515	0.5049080186755065	0.11436117981463353	0.10641002762572065	0.03174634840243816	0.09829959263981196	0.09042629612659643	0.009786786989164223
96000	-4468.787398970358	-4214.0848905591565	-254.7025084112014	47.98307557459477	0.5052650338457385	0.15237774772186774	0.13141558156921873	0.03574542545130464	0.10068539982571936	0.13108099356360403	0.009744600082996673
97000	-4470.856236198556	-4215.670033383525	-255.1862028150307	47.98307557459477	0.5052650338457385	0.1273165413499783	0.09569077067637605	0.030867346621406208	0.07063587612629948	0.1484183357022213	0.008481431312852965
98000	-4472.6472037414105	-4216.442380573011	-256.2048231683995	47.98307557459477	0.5052650338457385	0.20005329410956804	0.15891051699188444	0.03210556349262421	0.13030541508387855	0.11980472029829817	0.01096944380977808
99000	-4470.407272561317	-4212.210073253636	-258.19719930768025	47.98307557459477	0.5052650338457385	0.21671002863442973	0.17405437996536696	0.033466442205037736	0.09852372640659349	0.08678656443087006	0.012574934034053622
